Year,Country_Code,Country_Name,Sex,Value,Permit_Type,Dataset_Code,Dataset
2021,COL,Colombia,Female,6590,Long-term,D5,Type of residence permit and citizenship
2021,COL,Colombia,Female,4624,Short-term,D5,Type of residence permit and citizenship
2021,COL,Colombia,Female,11214,Total,D5,Type of residence permit and citizenship
2021,COL,Colombia,Total,10257,Long-term,D5,Type of residence permit and citizenship
2021,COL,Colombia,Total,7836,Short-term,D5,Type of residence permit and citizenship
2021,COL,Colombia,Total,18093,Total,D5,Type of residence permit and citizenship
2022,COL,Colombia,Male,4259,Long-term,D5,Type of residence permit and citizenship
2022,COL,Colombia,Male,3234,Short-term,D5,Type of residence permit and citizenship
2022,COL,Colombia,Male,7493,Total,D5,Type of residence permit and citizenship
2022,COL,Colombia,Female,8315,Long-term,D5,Type of residence permit and citizenship
2022,COL,Colombia,Female,3717,Short-term,D5,Type of residence permit and citizenship
2022,COL,Colombia,Female,12032,Total,D5,Type of residence permit and citizenship
2022,COL,Colombia,Total,12574,Long-term,D5,Type of residence permit and citizenship
2022,COL,Colombia,Total,6951,Short-term,D5,Type of residence permit and citizenship
2022,COL,Colombia,Total,19525,Total,D5,Type of residence permit and citizenship
2023,COL,Colombia,Male,4223,Long-term,D5,Type of residence permit and citizenship
2023,COL,Colombia,Male,4130,Short-term,D5,Type of residence permit and citizenship
2023,COL,Colombia,Male,8353,Total,D5,Type of residence permit and citizenship
2023,COL,Colombia,Female,8229,Long-term,D5,Type of residence permit and citizenship
2023,COL,Colombia,Female,4738,Short-term,D5,Type of residence permit and citizenship
2023,COL,Colombia,Female,12967,Total,D5,Type of residence permit and citizenship
2023,COL,Colombia,Total,12452,Long-term,D5,Type of residence permit and citizenship
2023,COL,Colombia,Total,8868,Short-term,D5,Type of residence permit and citizenship
2023,COL,Colombia,Total,21320,Total,D5,Type of residence permit and citizenship
2024,COL,Colombia,Male,4081,Long-term,D5,Type of residence permit and citizenship
2024,COL,Colombia,Male,4509,Short-term,D5,Type of residence permit and citizenship
2024,COL,Colombia,Male,8590,Total,D5,Type of residence permit and citizenship
2024,COL,Colombia,Female,7923,Long-term,D5,Type of residence permit and citizenship
2024,COL,Colombia,Female,5390,Short-term,D5,Type of residence permit and citizenship
2024,COL,Colombia,Female,13313,Total,D5,Type of residence permit and citizenship
2024,COL,Colombia,Total,12004,Long-term,D5,Type of residence permit and citizenship
2024,COL,Colombia,Total,9899,Short-term,D5,Type of residence permit and citizenship
2024,COL,Colombia,Total,21903,Total,D5,Type of residence permit and citizenship
2019,COM,Comoros,Male,1,,D4,Immigrants - citizenship
2019,COM,Comoros,Female,1,,D4,Immigrants - citizenship
2019,COM,Comoros,Total,2,,D4,Immigrants - citizenship
2020,COM,Comoros,Female,1,,D4,Immigrants - citizenship
2020,COM,Comoros,Total,1,,D4,Immigrants - citizenship
2021,COM,Comoros,Male,1,,D4,Immigrants - citizenship
2021,COM,Comoros,Total,1,,D4,Immigrants - citizenship
2019,COG,Congo,Male,106,,D4,Immigrants - citizenship
2019,COG,Congo,Female,107,,D4,Immigrants - citizenship
2019,COG,Congo,Total,213,,D4,Immigrants - citizenship
2020,COG,Congo,Male,70,,D4,Immigrants - citizenship
2020,COG,Congo,Female,66,,D4,Immigrants - citizenship
2020,COG,Congo,Total,136,,D4,Immigrants - citizenship
2021,COG,Congo,Male,98,,D4,Immigrants - citizenship
2021,COG,Congo,Female,97,,D4,Immigrants - citizenship
2021,COG,Congo,Total,195,,D4,Immigrants - citizenship
2022,COG,Congo,Male,123,,D4,Immigrants - citizenship
2022,COG,Congo,Female,115,,D4,Immigrants - citizenship
2022,COG,Congo,Total,238,,D4,Immigrants - citizenship
2023,COG,Congo,Male,186,,D4,Immigrants - citizenship
2023,COG,Congo,Female,171,,D4,Immigrants - citizenship
2023,COG,Congo,Total,357,,D4,Immigrants - citizenship
2019,COG,Congo,Male,627,Long-term,D5,Type of residence permit and citizenship
2019,COG,Congo,Male,631,Short-term,D5,Type of residence permit and citizenship
2019,COG,Congo,Male,1258,Total,D5,Type of residence permit and citizenship
2019,COG,Congo,Female,593,Long-term,D5,Type of residence permit and citizenship
2019,COG,Congo,Female,545,Short-term,D5,Type of residence permit and citizenship
2019,COG,Congo,Female,1138,Total,D5,Type of residence permit and citizenship
2019,COG,Congo,Total,1220,Long-term,D5,Type of residence permit and citizenship
2019,COG,Congo,Total,1176,Short-term,D5,Type of residence permit and citizenship
2019,COG,Congo,Total,2396,Total,D5,Type of residence permit and citizenship
2020,COG,Congo,Male,585,Long-term,D5,Type of residence permit and citizenship
2020,COG,Congo,Male,581,Short-term,D5,Type of residence permit and citizenship
2020,COG,Congo,Male,1166,Total,D5,Type of residence permit and citizenship
2020,COG,Congo,Female,541,Long-term,D5,Type of residence permit and citizenship
2020,COG,Congo,Female,497,Short-term,D5,Type of residence permit and citizenship
2020,COG,Congo,Female,1038,Total,D5,Type of residence permit and citizenship
2020,COG,Congo,Total,1126,Long-term,D5,Type of residence permit and citizenship
2020,COG,Congo,Total,1078,Short-term,D5,Type of residence permit and citizenship
2020,COG,Congo,Total,2204,Total,D5,Type of residence permit and citizenship
2021,COG,Congo,Male,532,Long-term,D5,Type of residence permit and citizenship
2021,COG,Congo,Male,480,Short-term,D5,Type of residence permit and citizenship
2021,COG,Congo,Male,1012,Total,D5,Type of residence permit and citizenship
2021,COG,Congo,Female,477,Long-term,D5,Type of residence permit and citizenship
2021,COG,Congo,Female,490,Short-term,D5,Type of residence permit and citizenship
2021,COG,Congo,Female,967,Total,D5,Type of residence permit and citizenship
2021,COG,Congo,Total,1009,Long-term,D5,Type of residence permit and citizenship
2021,COG,Congo,Total,970,Short-term,D5,Type of residence permit and citizenship
2021,COG,Congo,Total,1979,Total,D5,Type of residence permit and citizenship
2022,COG,Congo,Male,699,Long-term,D5,Type of residence permit and citizenship
2022,COG,Congo,Male,438,Short-term,D5,Type of residence permit and citizenship
2022,COG,Congo,Male,1137,Total,D5,Type of residence permit and citizenship
2022,COG,Congo,Female,697,Long-term,D5,Type of residence permit and citizenship
2022,COG,Congo,Female,393,Short-term,D5,Type of residence permit and citizenship
2022,COG,Congo,Female,1090,Total,D5,Type of residence permit and citizenship
2022,COG,Congo,Total,1396,Long-term,D5,Type of residence permit and citizenship
2022,COG,Congo,Total,831,Short-term,D5,Type of residence permit and citizenship
2022,COG,Congo,Total,2227,Total,D5,Type of residence permit and citizenship
2023,COG,Congo,Male,523,Long-term,D5,Type of residence permit and citizenship
2023,COG,Congo,Male,509,Short-term,D5,Type of residence permit and citizenship
2023,COG,Congo,Male,1032,Total,D5,Type of residence permit and citizenship
2023,COG,Congo,Female,537,Long-term,D5,Type of residence permit and citizenship
2023,COG,Congo,Female,422,Short-term,D5,Type of residence permit and citizenship
2023,COG,Congo,Female,959,Total,D5,Type of residence permit and citizenship
2023,COG,Congo,Total,1060,Long-term,D5,Type of residence permit and citizenship
2023,COG,Congo,Total,931,Short-term,D5,Type of residence permit and citizenship
2023,COG,Congo,Total,1991,Total,D5,Type of residence permit and citizenship
2024,COG,Congo,Male,474,Long-term,D5,Type of residence permit and citizenship
2024,COG,Congo,Male,530,Short-term,D5,Type of residence permit and citizenship
2024,COG,Congo,Male,1004,Total,D5,Type of residence permit and citizenship
2024,COG,Congo,Female,489,Long-term,D5,Type of residence permit and citizenship
2024,COG,Congo,Female,456,Short-term,D5,Type of residence permit and citizenship
2024,COG,Congo,Female,945,Total,D5,Type of residence permit and citizenship
2024,COG,Congo,Total,963,Long-term,D5,Type of residence permit and citizenship
2024,COG,Congo,Total,986,Short-term,D5,Type of residence permit and citizenship
2024,COG,Congo,Total,1949,Total,D5,Type of residence permit and citizenship
2019,CRI,Costa Rica,Male,30,,D4,Immigrants - citizenship
2019,CRI,Costa Rica,Female,34,,D4,Immigrants - citizenship
2019,CRI,Costa Rica,Total,64,,D4,Immigrants - citizenship
2020,CRI,Costa Rica,Male,13,,D4,Immigrants - citizenship
2020,CRI,Costa Rica,Female,47,,D4,Immigrants - citizenship
2020,CRI,Costa Rica,Total,60,,D4,Immigrants - citizenship
2021,CRI,Costa Rica,Male,18,,D4,Immigrants - citizenship
2021,CRI,Costa Rica,Female,36,,D4,Immigrants - citizenship
2021,CRI,Costa Rica,Total,54,,D4,Immigrants - citizenship
2022,CRI,Costa Rica,Male,26,,D4,Immigrants - citizenship
2022,CRI,Costa Rica,Female,47,,D4,Immigrants - citizenship
2022,CRI,Costa Rica,Total,73,,D4,Immigrants - citizenship
2023,CRI,Costa Rica,Male,26,,D4,Immigrants - citizenship
2023,CRI,Costa Rica,Female,52,,D4,Immigrants - citizenship
2023,CRI,Costa Rica,Total,78,,D4,Immigrants - citizenship
2019,HRV,Croatia,Male,365,,D4,Immigrants - citizenship
2019,HRV,Croatia,Female,287,,D4,Immigrants - citizenship
2019,HRV,Croatia,Total,652,,D4,Immigrants - citizenship
2020,HRV,Croatia,Male,271,,D4,Immigrants - citizenship
2020,HRV,Croatia,Female,281,,D4,Immigrants - citizenship
2020,HRV,Croatia,Total,552,,D4,Immigrants - citizenship
2021,HRV,Croatia,Male,238,,D4,Immigrants - citizenship
2021,HRV,Croatia,Female,286,,D4,Immigrants - citizenship
2021,HRV,Croatia,Total,524,,D4,Immigrants - citizenship
2022,HRV,Croatia,Male,282,,D4,Immigrants - citizenship
2022,HRV,Croatia,Female,270,,D4,Immigrants - citizenship
2022,HRV,Croatia,Total,552,,D4,Immigrants - citizenship
2023,HRV,Croatia,Male,254,,D4,Immigrants - citizenship
2023,HRV,Croatia,Female,248,,D4,Immigrants - citizenship
2023,HRV,Croatia,Total,502,,D4,Immigrants - citizenship
2019,CUB,Cuba,Male,692,,D4,Immigrants - citizenship
2019,CUB,Cuba,Female,1347,,D4,Immigrants - citizenship
2019,CUB,Cuba,Total,2039,,D4,Immigrants - citizenship
2020,CUB,Cuba,Male,507,,D4,Immigrants - citizenship
2020,CUB,Cuba,Female,836,,D4,Immigrants - citizenship
2020,CUB,Cuba,Total,1343,,D4,Immigrants - citizenship
2021,CUB,Cuba,Male,541,,D4,Immigrants - citizenship
2021,CUB,Cuba,Female,1054,,D4,Immigrants - citizenship
2021,CUB,Cuba,Total,1595,,D4,Immigrants - citizenship
2022,CUB,Cuba,Male,688,,D4,Immigrants - citizenship
2022,CUB,Cuba,Female,1358,,D4,Immigrants - citizenship
2022,CUB,Cuba,Total,2046,,D4,Immigrants - citizenship
2023,CUB,Cuba,Male,918,,D4,Immigrants - citizenship
2023,CUB,Cuba,Female,1549,,D4,Immigrants - citizenship
2023,CUB,Cuba,Total,2467,,D4,Immigrants - citizenship
2019,CUB,Cuba,Male,2922,Long-term,D5,Type of residence permit and citizenship
2019,CUB,Cuba,Male,3286,Short-term,D5,Type of residence permit and citizenship
2019,CUB,Cuba,Male,6208,Total,D5,Type of residence permit and citizenship
2019,CUB,Cuba,Female,9742,Long-term,D5,Type of residence permit and citizenship
2019,CUB,Cuba,Female,7292,Short-term,D5,Type of residence permit and citizenship
2019,CUB,Cuba,Female,17034,Total,D5,Type of residence permit and citizenship
2019,CUB,Cuba,Total,12664,Long-term,D5,Type of residence permit and citizenship
2019,CUB,Cuba,Total,10578,Short-term,D5,Type of residence permit and citizenship
2019,CUB,Cuba,Total,23242,Total,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Male,3014,Long-term,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Male,3343,Short-term,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Male,6357,Total,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Female,10022,Long-term,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Female,7021,Short-term,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Female,17043,Total,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Total,13036,Long-term,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Total,10364,Short-term,D5,Type of residence permit and citizenship
2020,CUB,Cuba,Total,23400,Total,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Male,2677,Long-term,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Male,3387,Short-term,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Male,6064,Total,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Female,8916,Long-term,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Female,7255,Short-term,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Female,16171,Total,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Total,11593,Long-term,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Total,10642,Short-term,D5,Type of residence permit and citizenship
2021,CUB,Cuba,Total,22235,Total,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Male,4292,Long-term,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Male,2118,Short-term,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Male,6410,Total,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Female,13242,Long-term,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Female,3298,Short-term,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Female,16540,Total,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Total,17534,Long-term,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Total,5416,Short-term,D5,Type of residence permit and citizenship
2022,CUB,Cuba,Total,22950,Total,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Male,4374,Long-term,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Male,2324,Short-term,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Male,6698,Total,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Female,13504,Long-term,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Female,3685,Short-term,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Female,17189,Total,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Total,17878,Long-term,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Total,6009,Short-term,D5,Type of residence permit and citizenship
2023,CUB,Cuba,Total,23887,Total,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Male,4224,Long-term,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Male,2477,Short-term,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Male,6701,Total,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Female,12987,Long-term,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Female,4170,Short-term,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Female,17157,Total,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Total,17211,Long-term,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Total,6647,Short-term,D5,Type of residence permit and citizenship
2024,CUB,Cuba,Total,23858,Total,D5,Type of residence permit and citizenship
2019,CYP,Cyprus,Male,17,,D4,Immigrants - citizenship
2019,CYP,Cyprus,Female,25,,D4,Immigrants - citizenship
2019,CYP,Cyprus,Total,42,,D4,Immigrants - citizenship
2020,CYP,Cyprus,Male,12,,D4,Immigrants - citizenship
2020,CYP,Cyprus,Female,26,,D4,Immigrants - citizenship
2020,CYP,Cyprus,Total,38,,D4,Immigrants - citizenship
2021,CYP,Cyprus,Male,20,,D4,Immigrants - citizenship
2021,CYP,Cyprus,Female,27,,D4,Immigrants - citizenship
2021,CYP,Cyprus,Total,47,,D4,Immigrants - citizenship
2022,CYP,Cyprus,Male,50,,D4,Immigrants - citizenship
2022,CYP,Cyprus,Female,26,,D4,Immigrants - citizenship
2022,CYP,Cyprus,Total,76,,D4,Immigrants - citizenship
2023,CYP,Cyprus,Male,34,,D4,Immigrants - citizenship
2023,CYP,Cyprus,Female,28,,D4,Immigrants - citizenship
2023,CYP,Cyprus,Total,62,,D4,Immigrants - citizenship
2019,CZE,Czechia,Male,69,,D4,Immigrants - citizenship
2019,CZE,Czechia,Female,156,,D4,Immigrants - citizenship
2019,CZE,Czechia,Total,225,,D4,Immigrants - citizenship
2020,CZE,Czechia,Male,56,,D4,Immigrants - citizenship
2020,CZE,Czechia,Female,135,,D4,Immigrants - citizenship
2020,CZE,Czechia,Total,191,,D4,Immigrants - citizenship
2021,CZE,Czechia,Male,78,,D4,Immigrants - citizenship
2021,CZE,Czechia,Female,163,,D4,Immigrants - citizenship
2021,CZE,Czechia,Total,241,,D4,Immigrants - citizenship
2022,CZE,Czechia,Male,101,,D4,Immigrants - citizenship
2022,CZE,Czechia,Female,189,,D4,Immigrants - citizenship
2022,CZE,Czechia,Total,290,,D4,Immigrants - citizenship
2023,CZE,Czechia,Male,135,,D4,Immigrants - citizenship
2023,CZE,Czechia,Female,190,,D4,Immigrants - citizenship
2023,CZE,Czechia,Total,325,,D4,Immigrants - citizenship
2019,CIV,Côte d’Ivoire,Male,959,,D4,Immigrants - citizenship
2019,CIV,Côte d’Ivoire,Female,492,,D4,Immigrants - citizenship
2019,CIV,Côte d’Ivoire,Total,1451,,D4,Immigrants - citizenship
2020,CIV,Côte d’Ivoire,Male,909,,D4,Immigrants - citizenship
2020,CIV,Côte d’Ivoire,Female,385,,D4,Immigrants - citizenship
2020,CIV,Côte d’Ivoire,Total,1294,,D4,Immigrants - citizenship
2021,CIV,Côte d’Ivoire,Male,1168,,D4,Immigrants - citizenship
